taxon_id,common_name,scientific_name,has_globi
47548,"Sea Urchins, Sand Dollars, and Heart Urchins",Echinoidea,
47547,Sand Dollars,Clypeasteroida,
117701,,Dendrasteridae,
117702,,Dendraster,
117696,Eccentric Sand Dollar,Dendraster excentricus,
48344,Varunid crabs,Varunidae,
48343,,Hemigrapsus,
48342,Purple Shore Crab,Hemigrapsus nudus,
488959,,Cardiida,
50597,Cockles,Cardiidae,
69926,,Clinocardium,
69925,Nuttall's Cockle,Clinocardium nuttallii,
243773,Entognathans,Entognatha,
129730,Plump Springtails,Poduromorpha,
83891,Short-legged Springtails,Neanuridae,
83887,,Anurida,
203347,Seashore Springtail,Anurida maritima,
47245,Pipefishes and Allies,Syngnathiformes,
47247,Snipefishes and Shrimpfishes,Centriscidae,
47246,,Macroramphosus,
47240,Common Bellowsfish,Macroramphosus scolopax,
4342,"Gulls, Terns, and Skimmers",Laridae,True
144327,Crested Terns,Thalasseus,
144541,Sandwich Tern,Thalasseus sandvicensis,
142751,,Thysanozoon,
363912,Carpet Flatworm,Thysanozoon brocchii,
448038,,Stolidobranchia,
47809,,Styelidae,
195376,,Metandrocarpa,
371196,,Metandrocarpa dura,
92583,Jack Mackerels,Trachurus,
51016,,Clavulariidae,
1242896,,Canarya,
1242895,,Canarya canariensis,
776810,Pink Meanies,Drymonematidae,
567198,Pink Meanies,Drymonema,
663225,Big Pink Jelly,Drymonema dalmatinum,
49106,Pipefishes and Seahorses,Syngnathidae,
54541,Seahorses,Hippocampus,
102824,Giant Seahorse,Hippocampus ingens,
47157,Butterflies and Moths,Lepidoptera,True
47213,Sphinx Moths,Sphingidae,True
49349,,Hyles,
70071,Leafy Spurge Hawkmoth,Hyles euphorbiae,
50399,,Scyllaeidae,
203789,,Scyllaea,
203788,Sargassum Nudibranch,Scyllaea pelagica,
47686,protozoans,Protozoa,True
151880,,Sarcomastigophora,
152046,,Polycystina,
912296,,Collodaria,
912304,,Collozoum,
245364,Diamondback Squids,Thysanoteuthidae,
246443,,Thysanoteuthis,
253735,Diamondback Squid,Thysanoteuthis rhombus,
67961,Sepiidans,Sepiida,
67960,Cuttlefishes,Sepiidae,
119418,Typical Cuttlefishes,Sepia,
151394,Elegant Cuttlefish,Sepia elegans,
91119,,Platybelone,
109633,Keeltail Needlefish,Platybelone argalus,
86933,,Belone,
118597,Garfish,Belone belone,
701060,,Naria,
747599,Eroded Cowry,Naria erosa,
47218,"agaves, orchids, irises, and allies",Asparagales,True
55849,"amaryllis, onions, and allies",Amaryllidaceae,
70004,,Pancratium,
78334,Sea Daffodil,Pancratium maritimum,
334717,Soldier Crabs,Mictyridae,
51207,Soldier Crabs,Mictyris,
334716,Light-blue Soldier Crab,Mictyris longicarpus,
49501,Valvatidan Sea Stars,Valvatida,
48831,Cushion Stars,Asterinidae,
247133,,Meridiastra,
355872,Carpet Sea Star,Meridiastra calcar,
775849,,Trochida,
86122,Turban Snails,Turbinidae,
416640,,Lunella,
541751,Rough turban shell,Lunella torquata,
244652,,Bembicium,
353764,Striped-mouth Conniwink,Bembicium nanum,
47208,Beetles,Coleoptera,True
49567,Ground Beetles,Carabidae,True
606079,,Eurynebria,
606078,the beachcomber,Eurynebria complanata,
363872,Jelly Blubber,Catostylus tagi,
64285,,Nacellidae,
64286,,Cellana,
353726,Variegated limpet,Cellana tramoserica,
53830,Top Snails,Trochidae,
126975,,Austrocochlea,
126974,Zebra Top Snail,Austrocochlea porcata,
775835,,Cycloneritida,
50760,Nerite Snails,Neritidae,
82804,,Nerita,
489573,,Nerita melanotragus,
343391,,Austrolittorina,
546433,Little Blue Periwinkle,Austrolittorina unifasciata,
246860,,Amphinema,
255135,,Amphinema rugosum,
47479,,Dironidae,
47478,,Dirona,
48978,Colorful Dirona,Dirona picta,
47770,,Dendrodorididae,
47769,,Doriopsilla,
474590,White-spotted Sea Goddess,Doriopsilla albopunctata,
48458,Orange-spike Polycera,Polycera atra,True
47111,,Triopha,
47110,Spotted Triopha,Triopha maculata,
56698,,Stylochidae,
63292,,Stylochus,
947245,,Stylochus insolitus,
870988,,Myrrhinidae,
47210,,Hermissenda,
494603,Opalescent Nudibranch,Hermissenda opalescens,
50138,,Thordisa,
50137,Two-spotted Dorid,Thordisa bimaculata,
67627,Red-banded Transparent Shrimp,Heptacarpus sitchensis,
152939,,Terebellida,
122156,,Flabelligeridae,
47715,Spider Crabs and Decorator Crabs,Majoidea,
47501,,Arminidae,
47500,,Armina,
47499,Striped Nudibranch,Armina californica,
775851,,Adapedonta,
117627,Rock-borers,Hiatellidae,
117629,Geoducks,Panopea,
117618,Pacific Geoduck,Panopea generosa,
48923,Moon Snails,Naticidae,
59357,,Neverita,
447427,Lewis's Moon Snail,Neverita lewisii,
48218,rockweeds,Fucaceae,
48217,vesicled rockweeds,Fucus,
69155,Rockweed,Fucus distichus,
130243,,Saccharina,
47211,,Facelinidae,
50496,,Austraeolis,
50495,Stearns' Aeolid,Austraeolis stearnsi,
147189,Keeljaw Longtom,Tylosurus acus,
49410,Lizardfishes,Synodontidae,
49411,,Synodus,
564605,,Trinchesiidae,
564601,,Zelentia,
564602,,Zelentia pustulata,
51549,Greater Amberjack,Seriola dumerili,
85529,Mullets,Mugiliformes,
54661,Mullets,Mugilidae,
118594,Sand Smelt,Atherina presbyter,
245511,Flat Crabs,Percnidae,
52477,Flat Crabs,Percnon,
61372,Nimble Spray Crab,Percnon gibbesi,
774775,"Decapods, Isopods, and allies",Eumalacostraca,
120676,Blue Jack Mackerel,Trachurus picturatus,
151771,,Bangiophyceae,
151772,,Bangiales,
151773,,Bangiaceae,
123633,Nori,Porphyra,
63697,Dungeness Crab,Metacarcinus magister,
370272,,Pyropia,
48515,"nightshades, bindweeds, gooseweeds, and allies",Solanales,
52345,bindweed family,Convolvulaceae,True
56031,false bindweeds,Calystegia,True
60880,Sea Bindweed,Calystegia soldanella,
47162,"grasses, sedges, cattails, and allies",Poales,True
47434,grasses,Poaceae,True
61056,marram grasses,Ammophila,
61055,European marram grass,Ammophila arenaria,
48216,bladder wrack,Fucus vesiculosus,
151429,European Common Cuttlefish,Sepia officinalis,
368310,,Erronea,
602097,yellow-toothed cowrie,Erronea xanthodon,
801541,Cymatiid Triton Snails,Cymatiidae,
354000,,Cabestana,
353763,Spengler's Trumpet Snail,Cabestana spengleri,
49724,Kelp Crabs,Epialtidae,
49725,,Pugettia,
49723,Northern Kelp Crab,Pugettia producta,
48576,,Okenia,
50036,Los Angeles Okenia,Okenia angelensis,
152668,,Plocamiales,
319537,,Plocamiaceae,
339054,,Plocamium,
327046,Sea Comb,Plocamium cartilagineum,
320085,,Colpomenia tuberculata,
815941,,Pugettia dalli,
47805,Porcelain Crabs,Porcellanidae,
47804,,Petrolisthes,
53620,Flat Porcelain Crab,Petrolisthes cinctipes,
48073,"water-plantains, seagrass, and allies",Alismatales,
52615,eelgrasses and surfgrasses,Zosteraceae,
72297,surfgrasses,Phyllospadix,True
78561,Scouler's Surfgrass,Phyllospadix scouleri,
54642,Sea Lettuces and Allies,Ulvales,
54643,Sea Lettuces,Ulvaceae,
54644,sea lettuces,Ulva,True
133216,,Ulva californica,
317127,California Moray,Gymnothorax mordax,
800859,,Salpa maxima,
47265,Wahoos,Acanthocybium,
47257,Wahoo,Acanthocybium solandri,
647476,,Aequorea pensilis,
50928,palaemonid shrimps,Palaemonidae,
81641,Glass Shrimps,Palaemon,
153169,Rockpool Prawn,Palaemon elegans,
120689,Lesser Amberjack,Seriola fasciata,
81866,Auger Shells,Terebridae,
1067264,,Terebrinae,
480704,Cone Snails and Allies,Conoidea,
51200,Hump-backed Shrimps,Hippolytidae,
171484,,Hippolyte,
459587,Cerulean Sargassum Shrimp,Hippolyte coerulescens,
50766,Murex Snails,Muricidae,
324574,,Dicathais,
324573,Cart-Rut Shell,Dicathais orbita,
117631,,Psammobiidae,
995275,,Plebidonax,
1040632,Common Pipi,Plebidonax deltoides,
373012,Eatoniellid Snails,Eatoniellidae,
376244,,Eatoniella,
388829,,Eatoniella atropurpurea,
47793,Earwigs,Dermaptera,True
85850,Striped Earwigs,Labiduridae,
89284,,Labidura,
307026,Shore Earwig,Labidura riparia,
50586,,Venerida,
125864,Jewel boxes,Chamidae,
125865,,Chama,
926626,,Chama asperella,
59643,Honeycomb Worms,Sabellariidae,
337867,,Sabellaria,
338082,Honeycomb Worm,Sabellaria alveolata,
51740,Patella limpets and allies,Patellidae,
130088,,Patella,
1044946,,Pollicipedomorpha,
48787,,Pollicipedidae,
48788,,Pollicipes,
332554,Goose barnacle,Pollicipes pollicipes,
63288,Sandhoppers and Landhoppers,Talitridae,
130085,Beadlet anemone,Actinia equina,
775839,,Mytilida,
50600,True Mussels,Mytilidae,
62807,Black Mussels,Mytilus,True
81648,Mediterranean Mussel,Mytilus galloprovincialis,
127581,Purple Laver,Porphyra umbilicalis,
359922,,Melarhaphe,
359918,Small Periwinkle,Melarhaphe neritoides,
197140,Montagu's Stellate Barnacle,Chthamalus montagui,
48670,Cutworm Moths and Allies,Noctuidae,True
61739,,Agrotis,
84455,Turnip Moth,Agrotis segetum,
447777,Blue Jelly,Cyanea lamarckii,
775807,false limpets,Siphonariida,
86071,False Limpets,Siphonariidae,
92087,,Siphonaria,
1085670,,Siphonaria pectinata,
47119,Arachnids,Arachnida,True
47118,Spiders,Araneae,True
48139,Jumping Spiders,Salticidae,True
68910,Zebra Spiders,Salticus,
68901,Zebra Jumping Spider,Salticus scenicus,True
362177,,Ocyropsidae,
362178,,Ocyropsis,
362176,,Ocyropsis crystallina,
245590,,Pterotracheidae,
246662,Sea Elephants,Pterotrachea,
254616,,Pterotrachea coronata,
117668,,Pleuroncodes,
117666,Tuna Crab,Pleuroncodes planipes,
64647,,Ischyroceridae,
64648,,Jassa,
345361,Marbled Scud,Jassa marmorata,
49238,Seabreams and Porgies,Sparidae,
121643,Copepods,Copepoda,
56947,,Pseudocaranx,
204776,Silver Trevally,Pseudocaranx dentex,
129725,Pelagic Tunicates,Appendicularia,True
152874,Pelagic Tunicates,Copelata,
485079,,Oikopleuridae,
48736,True Weevils,Curculionidae,True
373402,,Cossoninae,
82720,,Scarites,
470219,,Scarites cyclops,
35360,Wall Lizards,Lacertidae,
35526,,Podarcis,
35707,Carbonell’s Wall Lizard,Podarcis carbonelli,
119087,,Agrius,
124031,Convolvulus Hawkmoth,Agrius convolvuli,
41526,Short-beaked Common Dolphin,Delphinus delphis,
41494,Striped Dolphin,Stenella coeruleoalba,
485078,,Oikopleura,
448201,Rays,Batoidea,
195472,,Hebellidae,
247144,,Staurodiscus,
245636,,Laodiceidae,
1257764,,Melicertissa,
1257765,,Melicertissa orientalis,
549344,,Chelophyes,
549343,,Chelophyes appendiculata,
51652,Bell Jellies,Corynidae,
51653,Small Planktonic Medusas,Sarsia,
448319,,Sarsia tubulosa,
602918,,Turritopsis rubra,
49537,,Campanulariidae,
49536,Wine-glass Hydroids,Obelia,
4500,,Alca,
4501,Razorbill,Alca torda,
481443,Tonnoid Snails,Tonnoidea,
134103,Broad-leaved gulfweed,Sargassum fluitans,
130197,Gutweed,Ulva intestinalis,
49506,Swimming Crabs,Portunidae,
49507,,Callinectes,
49504,Atlantic Blue Crab,Callinectes sapidus,
47744,"True Bugs, Hoppers, Aphids, and allies",Hemiptera,True
59653,Water Striders,Gerridae,
125442,Sea Skaters,Halobates,
330110,Common Sea Skater,Halobates micans,
48201,Scarabs,Scarabaeidae,True
245862,,Anoxia,
245860,,Anoxia australis,
67424,,Laminaria,
47416,Wolf Spiders,Lycosidae,True
55470,Bear Spiders,Arctosa,
48407,,Raja,
111535,Undulate Skate,Raja undulata,
61752,Smalleyed Skate,Raja microocellata,
495793,Umbrella Slugs,Umbraculida,
49892,,Tylodinidae,
49895,Yellow Umbrella Slugs,Tylodina,
49894,Yellow Umbrella Slug,Tylodina fungina,
47825,Pycnogonids,Pycnogonida,
245099,Sea Spiders,Pantopoda,
372859,,Eupantopodida,
460286,,Doriopsilla rowena,
4077,Fork-tailed Storm-Petrel,Oceanodroma furcata,
48296,Pill Woodlice,Armadillidiidae,True
48295,Pillbugs,Armadillidium,True
483806,White Pill Woodlouse,Armadillidium album,
48644,,Calliostomatidae,
48642,,Calliostoma,
121181,Jeweled Top Snail,Calliostoma annulatum,
497635,,Chaetomorpha spiralis,
475988,sea urchins,Euechinoidea,
123804,,Alariaceae,
123803,,Undaria,
68786,Wakame,Undaria pinnatifida,
551313,Scallops and Allies,Pectinida,
54525,Scallops,Pectinidae,
353787,,Mimachlamys,
363962,Variegated Scallop,Mimachlamys varia,
59395,Bean Clams,Donacidae,
59396,Wedge Shells,Donax,
59392,Wedge Clam,Donax trunculus,
85503,Ark Shells and Allies,Arcida,
172069,Bittersweet Clams,Glycymerididae,
172058,Bittersweets,Glycymeris,
324553,European Bittersweet Clam,Glycymeris glycymeris,
152260,,Tilopteridales,
343405,,Phyllariaceae,
343406,,Saccorhiza,
343398,Furbellow,Saccorhiza polyschides,
50587,,Solenidae,
50585,,Solen,
210229,Grooved Razor Shell,Solen marginatus,
171858,,Pecten,
773604,,Carcinidae,
52524,Green Crabs,Carcinus,
52523,European Green Crab,Carcinus maenas,
337541,,Solieriaceae,
337540,,Sarcodiotheca,
327099,succulent seaweed,Sarcodiotheca gaudichaudii,
71119,,Gigartinaceae,
342242,,Gigartina,
117623,Trough Shells,Mactridae,
171982,,Mactra,
366852,Rayed Trough Shell,Mactra stultorum,
489404,,Eastonia,
489403,,Eastonia rugosa,
85508,,Camarodonta,
210281,,Parechinidae,
48033,,Paracentrotus,
48032,Atlantic Purple Sea Urchin,Paracentrotus lividus,
370685,Otter-shells,Lutraria,
483137,,Lutraria oblonga,
85962,Barracudinas,Paralepididae,
200141,,Roperia,
424077,Poulson's Dwarf Triton,Roperia poulsoni,
47583,Oysters and Allies,Ostreida,
47582,True Oysters,Ostreidae,
53461,,Ostrea,
53462,European Flat Oyster,Ostrea edulis,
81643,Slippersnails,Calyptraeidae,
133961,Half-slipper Snails,Crepipatella,
328531,,Crepipatella dilatata,
87391,,Chelidonichthys,
332557,,Polybius,
332555,Henslow's Swimming Crab,Polybius henslowii,
50584,Pen Shells,Pinnidae,
172119,,Atrina,
483003,Fan Mussel,Atrina fragilis,
81635,Softshell Clams,Myidae,
81636,,Mya,
81634,Soft-shelled Clam,Mya arenaria,
50764,Nassa Mudsnails,Nassariidae,
507906,,Tritia,
796590,,Tritia nitida,
81606,Common Periwinkle,Littorina littorea,
116660,,Euspira,
482344,Large Necklace Shell,Euspira catena,
69999,,Nucella,
203761,Atlantic Dogwhelk,Nucella lapillus,
47485,Common Land Snails and Slugs,Stylommatophora,True
781332,,Geomitridae,
172086,,Cochlicella,
336839,Pointed Snail,Cochlicella acuta,
50331,,Bornellidae,
50330,,Bornella,
557103,,Bornella calcarata,
49523,,Hermodice,
49520,Bearded Fireworm,Hermodice carunculata,
51911,Anchovies,Engraulidae,
51912,,Engraulis,
63770,Northern Anchovy,Engraulis mordax,
129950,,Pseudomelatomidae,
69995,Checkered Periwinkle,Littorina scutulata,
51642,,Polyorchis,
51640,Red-eye Medusa,Polyorchis penicillatus,
57776,,Ceramiales,
131379,,Delesseriaceae,
243907,,Cryptopleura,
49129,Rock-barnacles,Balanus,
49127,Giant Acorn Barnacle,Balanus nubilus,
191401,,Eirenidae,
247205,,Eutonina,
348053,Umbrella Jelly,Eutonina indicans,
7251,Perching Birds,Passeriformes,True
7284,Larks,Alaudidae,
7293,Horned Larks,Eremophila,
7294,Horned Lark,Eremophila alpestris,
152937,,Sabellida,
49518,Serpulid Tubeworms,Serpulidae,
117578,,Serpula,
131207,Red-trumpet Calcareous Tubeworm,Serpula columbiana,
533539,,Tonicellidae,
47426,,Tonicella,
50886,Flame Lined Chiton,Tonicella lokii,
49502,Cushion Stars and Allies,Oreasteridae,
50409,,Pentaceraster,
85641,Lefteye Flounders,Bothidae,
87034,,Bothus,
118640,Wide-eyed Flounder,Bothus podas,
71268,"Gannets, Cormorants, and Allies",Suliformes,
3784,Boobies and Gannets,Sulidae,
3785,Typical Boobies,Sula,
3797,Brown Booby,Sula leucogaster,
47575,,Stylocheilus,
48654,Lined Seahare,Stylocheilus striatus,
4343,Large White-headed Gulls,Larus,True
4349,Glaucous Gull,Larus hyperboreus,
503297,Porter's Chromodorid,Felimare porterae,
47468,,Onchidorididae,
47467,,Acanthodoris,
47482,Black-tipped Spiny Dorid,Acanthodoris rhodoceras,
50035,Freckled Ancula,Ancula lentiginosa,
801476,,Doridina,
349077,,Cadlinidae,
47401,Cadlinas,Cadlina,
50143,Yellow-spotted Cadlina,Cadlina flavomaculata,
774991,Amphilepididans,Amphilepidida,
55179,Long-armed Burrowing Brittle Stars,Amphiuridae,
56669,,Amphipholis,
117685,,Paraxanthias,
117679,Lumpy Rubble Crab,Paraxanthias taylori,
50205,Dark-spot Cadlina,Cadlina sparsa,
56676,,Ophiodermatidae,
56677,,Ophioderma,
293191,Panama Serpent Star,Ophioderma panamense,
41550,Minke Whale,Balaenoptera acutorostrata,
533048,Colorful Aeolid,Anteaeolidiella chromosoma,
81787,,Syllidae,
41727,Elephant Seals,Mirounga,
41728,Northern Elephant Seal,Mirounga angustirostris,
4504,Atlantic Puffin,Fratercula arctica,
85883,Margin Shells,Marginellidae,
92813,,Volvarina,
254872,California Marginella,Volvarina taeniolata,
121850,"Underwing, Tiger, Tussock, and Allied Moths",Erebidae,
177071,,Melipotis,
39675,Leatherback Sea Turtles,Dermochelyidae,
39676,,Dermochelys,
39677,Leatherback Sea Turtle,Dermochelys coriacea,True
129873,,Kallymeniaceae,
183048,,Callophyllis,
195702,,Ophiotrichidae,
48839,,Ophiothrix,
51393,Temperate Basses,Moronidae,True
87929,Eastern Atlantic Temperate Basses,Dicentrarchus,
99269,European Seabass,Dicentrarchus labrax,
253928,Sooty Seahare,Aplysia fasciata,
363868,Podded Hydroid,Aglaophenia pluma,
339322,,Paraonidae,
130091,Spiral Fanworms,Spirorbis,
47659,,Semibalanus,
118832,Northern Acorn Barnacle,Semibalanus balanoides,
68769,,Ascophyllum,
68770,Knotted Wrack,Ascophyllum nodosum,
81784,,Diadumenidae,
81785,,Diadumene,
81783,Striped Green Sea Anemone,Diadumene lineata,
62409,,Botryllus,
62408,Star Tunicate,Botryllus schlosseri,
347984,,Phlebobranchia,
48274,,Cionidae,
48273,,Ciona,
48272,Sea Vase,Ciona intestinalis,
47627,"Skeleton Shrimp, Whale Lice, and Allies",Caprelloidea,
54539,Pipe-fishes,Syngnathus,
54538,Bay Pipefish,Syngnathus leptorhynchus,
605990,,Magallana,
605992,Pacific Oyster,Magallana gigas,
122040,Argopecten Scallops,Argopecten,
179823,Pacific Calico Scallop,Argopecten ventricosus,
67416,Sea Palms,Postelsia,
1267793,Sea Palm,Postelsia palmiformis,
85532,Opossum Shrimps,Mysida,
85912,,Mysidae,
48174,Pagurid Hermit Crabs,Paguridae,
48173,,Pagurus,True
48169,Long-claw Hermit Crab,Pagurus longicarpus,
50763,Nassa Mud Snails,Nassarius,
117646,Channeled Basket Snail,Nassarius fossatus,
123650,,Palmariales,
123651,,Palmariaceae,
123648,,Halosaccion,
123649,Sea Sacks,Halosaccion glandiforme,
208557,,Oscillatoriales,True
325303,,Phormidiaceae,
746897,Sea Sawdust,Trichodesmium,
245423,Horse Crabs,Atelecyclidae,
363951,,Atelecyclus,
363950,Horse Crab,Atelecyclus undecimdentatus,
52616,Eelgrasses,Zostera,
1122848,dwarf eelgrass,Zostera noltei,
469344,,Flexopecten,
469342,,Flexopecten glaber,
86045,,Rhizangiidae,
86696,,Astrangia,
94745,Northern Star Coral,Astrangia poculata,
363645,,Americorchestia,
517010,Northern Big-eyed Sandhopper,Americorchestia megalophthalma,
49061,,Epiactis,
81616,Lumpy Sea Mats,Styela,
128126,,Aiptasiidae,
785633,,Exaiptasia,
785634,Pale Anemone,Exaiptasia diaphana,
68104,Bryozoans,Bryozoa,True
48394,,Gymnolaemata,
152933,Cheilostomatid Bryozoans,Cheilostomatida,
124518,,Watersiporidae,
124516,,Watersipora,
57822,,Ocenebra,
467402,European Sting Winkle,Ocenebra erinaceus,
128122,,Inachidae,
363944,,Macropodia,
81644,Typical Slippersnails,Crepidula,
125343,Common Atlantic Slippersnail,Crepidula fornicata,
51892,Catsharks,Scyliorhinidae,
91969,,Scyliorhinus,
112372,Small-spotted Catshark,Scyliorhinus canicula,
246167,,Mangeliidae,
482494,,Bela,
482495,,Bela nebula,
788671,,Salariinae,
50543,spotted seahare,Aplysia dactylomela,
152934,Ctenostomatid Bryozoans,Ctenostomatida,
203173,,Flustrellidridae,
203170,,Flustrellidra,
339204,leather bryozoan,Flustrellidra corniculata,
53707,,Cladophora,
117775,Green pin-cushion alga,Cladophora columbiana,
144485,Snowy Plover,Charadrius nivosus,
415207,,Raphitomidae,
482500,,Raphitoma,
482501,,Raphitoma purpurea,
378298,,Talochlamys,
861601,Humpback Scallop,Talochlamys pusio,
88563,,Gobius,
118703,Giant Goby,Gobius cobitis,
89563,,Lipophrys,
210294,Shanny,Lipophrys pholis,
90284,,Nerophis,
446242,Worm Pipefish,Nerophis lumbriciformis,
203466,Baltic Isopod,Idotea balthica,
245104,,Nymphonidae,
252726,,Nymphon,
461796,Gracile Sea Spider,Nymphon gracile,
634585,,Physonectae,
482478,,Horaiclavidae,
482479,,Haedropleura,
482477,Seven-ribbed Conelet,Haedropleura septangularis,
368720,Golden Bristle Worm,Chloeia flava,
117520,Southern Sea Otter,Enhydra lutris nereis,
35222,Bar-bellied Sea Snake,Hydrophis elegans,
55296,,Grapsus,
47123,"legumes, milkworts, and allies",Fabales,
47122,legumes,Fabaceae,True
48060,mesquites,Prosopis,True
70038,American carob,Prosopis pallida,
195398,,Agalmatidae,
71369,Tanagers and Allies,Thraupidae,
10252,Red-headed Cardinals,Paroaria,
10257,Yellow-billed Cardinal,Paroaria capitata,
506581,,Nanomia,
1098081,,Nanomia cara,
195410,,Lensia,
120502,,Nereocystis,
120499,Bull Kelp,Nereocystis luetkeana,
117705,Pacific Sea Gooseberry,Pleurobrachia bachei,
63741,Cods,Gadiformes,
1303604,,Gaidropsaridae,
87482,,Ciliata,
320326,Five-bearded Rockling,Ciliata mustela,
469300,Cantabrian Nudibranch,Felimare cantabrica,
424828,,Felimida,
469624,Krohn's Dorid,Felimida krohni,
149791,Bottletails,Sepiadariidae,
149985,,Sepioloidea,
151502,Pacific Bottletail,Sepioloidea pacifica,
83332,Tulip and Spindle Shells,Fasciolariidae,
129947,,Fusinus,
373173,,Struthiolariidae,
378252,,Struthiolaria,
407672,Ostrich Foot Snail,Struthiolaria papulosa,
128130,Helmet and Bonnet Snails,Cassidae,
246640,,Semicassis,
353736,Pear Bonnet Snail,Semicassis pyrum,
245299,,Mesodesmatidae,
